OBJECTID,SURVEYJOBIDPK,SURVEYAGENCY,CHANNELAREAIDFK,SDSFEATURENAME,SOURCEPROJECTION,SURVEYDATEUPLOADED,SOURCEDATALOCATION,SURVEYDATEEND,SURVEYDATESTART,SURVEYTYPE,PROJECTEDAREA,Hi-Res?
545288,BH_01_DEV_20180813_CS,CEMVN,CEMVN_BH_01_DEV,BATON ROUGE HARBOR,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/BH_01_DEV_20180813_CS.ZIP,2018-08-13,2018-08-13,CS,3955274.43404611,Ovrd
545291,MR_04_RED_20180810_CS,CEMVN,CEMVN_MR_04_RED,REDEYE CROSSING,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_04_RED_20180810_CS.ZIP,2018-08-10,2018-08-10,CS,5486139.33646009,Ovrd
545292,MR_01_BRF_20180810_CS,CEMVN,CEMVN_MR_01_BRF,BATON ROUGE FRONT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_01_BRF_20180810_CS.ZIP,2018-08-10,2018-08-10,CS,9088770.80236313,Ovrd
545277,MR_22_SMB_20180815_CS,CEMVN,CEMVN_MR_22_SMB,SMOKE BEND RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_22_SMB_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,3753665.00454538,Ovrd
545278,MR_19_PHP_20180815_CS,CEMVN,CEMVN_MR_19_PHP,PHILADELPHIA POINT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_19_PHP_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,4219545.37217544,Ovrd
545279,MR_16_ALH_20180815_CS,CEMVN,CEMVN_MR_16_ALH,ALHAMBRA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_16_ALH_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,5051909.6376933,Ovrd
545283,MR_06_SDP_20180814_CS,CEMVN,CEMVN_MR_06_SDP,SARDINE POINT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_06_SDP_20180814_CS.ZIP,2018-08-14,2018-08-14,CS,4665260.32814571,Ovrd
545284,MR_01_BRF_20180814_CS,CEMVN,CEMVN_MR_01_BRF,BATON ROUGE FRONT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_01_BRF_20180814_CS.ZIP,2018-08-14,2018-08-14,CS,9103610.32536274,Ovrd
545272,OR_04_3R2_20180817_AD,CEMVN,CEMVN_OR_04_3R2,THREE RIVERS 2,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/OR_04_3R2_20180817_AD.ZIP,2018-08-17,2018-08-17,AD,6244513.98225452,Ovrd
545273,OR_03_3R1_20180817_AD,CEMVN,CEMVN_OR_03_3R1,THREE RIVERS 1,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/OR_03_3R1_20180817_AD.ZIP,2018-08-17,2018-08-17,AD,4380530.41490752,Ovrd
545274,AS_09_STP_20180816_AD,CEMVN,CEMVN_AS_09_STP,STOUTS PASS,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/AS_09_STP_20180816_AD.ZIP,2018-08-16,2018-08-16,AD,39875739.2693992,Ovrd
545275,AS_08_STP_20180816_AD,CEMVN,CEMVN_AS_08_STP,STOUTS PASS,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/AS_08_STP_20180816_AD.ZIP,2018-08-16,2018-08-16,AD,19337711.1288302,Ovrd
545276,AS_10_S2M_20180816_AD,CEMVN,CEMVN_AS_10_S2M,STOUTS PASS TO MYETTE PT,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/AS_10_S2M_20180816_AD.ZIP,2018-08-16,2018-08-16,AD,29465152.4703395,Ovrd
545280,LK_02_IHNX_20180815_CS,CEMVN,CEMVN_LK_02_IHN,I.H.N.C. LOCK FOREBAY,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LK_02_IHNX_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,1239444.24019793,Ovrd
545281,LK_03_HVYX_20180815_CS,CEMVN,CEMVN_LK_03_HVY,HARVEY LOCK FOREBAY,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LK_03_HVYX_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,741209.23469295,Ovrd
545259,MR_48_FRV_20180823_CS,CEMVN,CEMVN_MR_48_FRV,FAIRVIEW RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_48_FRV_20180823_CS.ZIP,2018-08-23,2018-08-23,CS,4340772.58382139,Ovrd
545268,MR_29_RIB_20180821_CS,CEMVN,CEMVN_MR_29_RIB,RICH BEND RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_29_RIB_20180821_CS.ZIP,2018-08-21,2018-08-21,CS,182043.73399105,Ovrd
545269,MR_13_GOU_20180821_CS,CEMVN,CEMVN_MR_13_GOU,BAYOU GOULA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_13_GOU_20180821_CS.ZIP,2018-08-21,2018-08-21,CS,4506838.41109813,Ovrd
545271,MR_10_GRA_20180821_CS,CEMVN,CEMVN_MR_10_GRA,GRANADA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_10_GRA_20180821_CS.ZIP,2018-08-21,2018-08-21,CS,5630704.72061251,Ovrd
545270,MR_08_MED_20180821_CS,CEMVN,CEMVN_MR_08_MED,MEDORA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_08_MED_20180821_CS.ZIP,2018-08-21,2018-08-21,CS,5730499.36533564,Ovrd
545282,LK_01_ALGX_20180815_CS,CEMVN,CEMVN_LK_01_ALG,ALGIERS LOCK FOREBAY,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LK_01_ALGX_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,1383520.77670824,Ovrd
545285,OV_02_BAP_20180814_CS_JETTYEXT,CEMVN,CEMVN_OV_02_BAP,"BAPTSTE COLLETTE, MI. 4.0 TO 7.8",Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/OV_02_BAP_20180814_CS_JETTYEXT.ZIP,2018-08-14,2018-08-14,CS,10534985.6512711,Ovrd
545286,OV_03_BAP_20180814_CS_JETTYEXT,CEMVN,CEMVN_OV_03_BAP,"BAPTSTE COLLETTE, MI. 7.8 TO 11.0",Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/OV_03_BAP_20180814_CS_JETTYEXT.ZIP,2018-08-14,2018-08-14,CS,8967857.72874796,Ovrd
545305,CL_16_WLK_20180906_CS,CENWP,CENWP_CL_16_WLK,WALKER ISLAND REACH,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_16_WLK_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,21268119.7746448,Yes
545265,LF_02_LWR_20180822_CS,CEMVN,CEMVN_LF_02_LWR,WEST BELLE PASS,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LF_02_LWR_20180822_CS.ZIP,2018-08-22,2018-08-22,CS,8685813.87544775,Ovrd
545266,LF_01_BAR_20180822_CS,CEMVN,CEMVN_LF_01_BAR,BAR CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LF_01_BAR_20180822_CS.ZIP,2018-08-22,2018-08-22,CS,10585251.6522356,Ovrd
545307,CM_11_CBY_20180905_OT_FINGER_DOCKS,CENWP,CENWP_CM_11_CBY,CATHLAMET BAY,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CM_11_CBY_20180905_OT_FINGER_DOCKS.ZIP,2018-09-05,2018-09-05,OT,3997316.79933116,Yes
545267,LF_03_LWR_20180822_CS,CEMVN,CEMVN_LF_03_LWR,WEST BELLE PASS,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LF_03_LWR_20180822_CS.ZIP,2018-08-22,2018-08-22,CS,5997422.7124946,Ovrd
545306,YB_01_YB1_20180906_CS,CENWP,CENWP_YB_01_YB1,YAQUINA BAY AND HARBOR,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/YB_01_YB1_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,3920945.67545533,Yes
545260,MP_17_BSO_20180823_CS,CEMVN,CEMVN_MP_17_BSO,MORGAN CITY TO PORT ALLEN ROUTE,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MP_17_BSO_20180823_CS.ZIP,2018-08-23,2018-08-23,CS,1933272.42560224,Ovrd
545261,MP_16_BSO_20180823_CS,CEMVN,CEMVN_MP_16_BSO,MORGAN CITY TO PORT ALLEN ROUTE,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MP_16_BSO_20180823_CS.ZIP,2018-08-23,2018-08-23,CS,2550773.80337468,Ovrd
545313,CB_01_CB1_20180907_CS,CENWP,CENWP_CB_01_CB1,COOS BAY ENTRANCE,Oregon South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CB_01_CB1_20180907_CS.ZIP,2018-09-07,2018-09-07,CS,10139963.9003956,Yes
545262,MP_15_BSO_20180823_CS,CEMVN,CEMVN_MP_15_BSO,MORGAN CITY TO PORT ALLEN ROUTE,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MP_15_BSO_20180823_CS.ZIP,2018-08-23,2018-08-23,CS,2067436.23328121,Ovrd
545264,MR_22_SMB_20180829_CS,CEMVN,CEMVN_MR_22_SMB,SMOKE BEND RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_22_SMB_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,3725303.7886302,Ovrd
545303,CL_17_SLG_20180907_CS,CENWP,CENWP_CL_17_SLG,SLAUGHTERS BAR,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_17_SLG_20180907_CS.ZIP,2018-09-07,2018-09-07,CS,25114450.4591002,Yes
545257,MR_19_PHP_20180829_CS,CEMVN,CEMVN_MR_19_PHP,PHILADELPHIA POINT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_19_PHP_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,4446805.87144664,Ovrd
545304,CM_09_SKP_20180904_CS,CENWP,CENWP_CM_09_SKP,SKIPANON CHANNEL,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CM_09_SKP_20180904_CS.ZIP,2018-09-04,2018-09-04,CS,4067698.66083998,Yes
545263,MR_16_ALH_20180829_CS,CEMVN,CEMVN_MR_16_ALH,ALHAMBRA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_16_ALH_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,6168600.75220215,Ovrd
545256,MR_10_GRA_20180830_CS,CEMVN,CEMVN_MR_10_GRA,GRANADA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_10_GRA_20180830_CS.ZIP,2018-08-30,2018-08-30,CS,5788533.04128033,Ovrd
545302,CL_20_KLM_20180908_CS,CENWP,CENWP_CL_20_KLM,KALAMA BAR,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_20_KLM_20180908_CS.ZIP,2018-09-08,2018-09-08,CS,22238743.4290672,Yes
545254,MR_08_MED_20180830_CS,CEMVN,CEMVN_MR_08_MED,MEDORA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_08_MED_20180830_CS.ZIP,2018-08-30,2018-08-30,CS,5268252.18263513,Ovrd
545255,MR_06_SDP_20180830_CS,CEMVN,CEMVN_MR_06_SDP,SARDINE POINT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_06_SDP_20180830_CS.ZIP,2018-08-30,2018-08-30,CS,5586247.61056273,Ovrd
545312,CQ_01_CQ1_20180908_CS,CENWP,CENWP_CQ_01_CQ1,COQUILLE RIVER,Oregon South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CQ_01_CQ1_20180908_CS.ZIP,2018-09-08,2018-09-08,CS,3186137.2015027,Yes
545253,MR_13_GOU_20180830_CS,CEMVN,CEMVN_MR_13_GOU,BAYOU GOULA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_13_GOU_20180830_CS.ZIP,2018-08-30,2018-08-30,CS,4409448.77606939,Ovrd
545251,MS_10_SM2_20180905_CS,CEMVN,CEMVN_MS_10_SM2,SMITHLAND - SHEET 2,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_10_SM2_20180905_CS.ZIP,2018-09-05,2018-09-05,CS,45987029.8630892,Ovrd
545252,MS_09_SM1_20180905_CS,CEMVN,CEMVN_MS_09_SM1,SMITHLAND - SHEET 1,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_09_SM1_20180905_CS.ZIP,2018-09-05,2018-09-05,CS,45271217.0900295,Ovrd
545249,MS_08_FAR_20180906_CS,CEMVN,CEMVN_MS_08_FAR,FORT ADAMS REACH,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_08_FAR_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,63540460.1966617,Ovrd
544960,MS_07_OLD_20180906_CS,CEMVN,CEMVN_MS_07_OLD,OLD RIVER CONTROL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_07_OLD_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,73609091.6165981,Ovrd
545250,MR_30_BEL_20180906_CS,CEMVN,CEMVN_MR_30_BEL,BELMONT RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_30_BEL_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,9103344.77460606,Ovrd
544959,MR_29_RIB_20180906_CS,CEMVN,CEMVN_MR_29_RIB,RICH BEND RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_29_RIB_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,388559.72387249,Ovrd
545317,MN_SP_MN1_20180907_CS_0005_0015,CEMVP,CEMVP_MN_SP_MN1,POOL_MN1_MINNESOTA_RIVER,Minnesota_South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/MN_SP_MN1_20180907_CS_0005_0015.ZIP,null,2018-09-07,CS,1409999.93741151,No
550403,MN_SP_MN1_20180907_CS_0005_0015,CEMVP,CEMVP_MN_SP_MN1,POOL_MN1_MINNESOTA_RIVER,Minnesota_South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/MN_SP_MN1_20180907_CS_0005_0015.ZIP,null,2018-09-07,CS,1409999.93741151,No
545316,MN_SP_MN1_20180908_AD_0117_0126,CEMVP,CEMVP_MN_SP_MN1,POOL_MN1_MINNESOTA_RIVER,Minnesota_South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/MN_SP_MN1_20180908_AD_0117_0126.ZIP,null,2018-09-08,AD,1338749.66467801,No
550402,MN_SP_MN1_20180908_AD_0117_0126,CEMVP,CEMVP_MN_SP_MN1,POOL_MN1_MINNESOTA_RIVER,Minnesota_South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/MN_SP_MN1_20180908_AD_0117_0126.ZIP,null,2018-09-08,AD,1338749.66467801,No
545308,CL_11_WAN_20180910_CS,CENWP,CENWP_CL_11_WAN,WAUNA & DRISCOLL RANGES,Oregon North,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_11_WAN_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,25203439.1116242,Yes
545349,BP_01_FLA_20180907_CS_46_MLLW,CESWG,CESWG_BP_01_FLA,BAYPORT,Texas South Central,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BP_01_FLA_20180907_CS_46_MLLW.ZIP,2018-09-07,2018-09-07,CS,4995548.41578737,No
545350,BP_02_ENT_20180907_CS_46_MLLW,CESWG,CESWG_BP_02_ENT,BAYPORT,Texas South Central,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BP_02_ENT_20180907_CS_46_MLLW.ZIP,2018-09-07,2018-09-07,CS,9931614.66063248,No
545351,BP_03_TRB_20180907_CS_46_MLLW,CESWG,CESWG_BP_03_TRB,BAYPORT,Texas South Central,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BP_03_TRB_20180907_CS_46_MLLW.ZIP,2018-09-07,2018-09-07,CS,3620563.57065332,No
545360,BR_04_JCP_20180713_CS_EX_03_42_MLLW,CESWG,CESWG_BR_04_JCP,BRAZOS ISLAND HARBOR,Texas South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BR_04_JCP_20180713_CS_EX_03_42_MLLW.ZIP,2018-07-13,2018-07-13,CS,9588991.29701399,No
545356,BR_05_BGI_20180714_CS_EX_03_C_42_MLLW,CESWG,CESWG_BR_05_BGI,BRAZOS ISLAND HARBOR,Texas South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BR_05_BGI_20180714_CS_EX_03_C_42_MLLW.ZIP,2018-07-14,2018-07-14,CS,13082156.5550165,No
545357,BR_06_GBT_20180714_CS_EX_03_42_MLLW,CESWG,CESWG_BR_06_GBT,BRAZOS ISLAND HARBOR,Texas South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BR_06_GBT_20180714_CS_EX_03_42_MLLW.ZIP,2018-07-14,2018-07-14,CS,5238420.74604114,No
545358,BR_07_BTE_20180714_CS_EX_03_42_MLLW,CESWG,CESWG_BR_07_BTE,BRAZOS ISLAND HARBOR,Texas South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BR_07_BTE_20180714_CS_EX_03_42_MLLW.ZIP,2018-07-14,2018-07-14,CS,3864794.43438476,No
545359,BR_08_BTB_20180714_CS_EX_03_42_MLLW,CESWG,CESWG_BR_08_BTB,BRAZOS ISLAND HARBOR,Texas South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/BR_08_BTB_20180714_CS_EX_03_42_MLLW.ZIP,2018-07-14,2018-07-14,CS,2789181.44828487,No
545569,SW_05_SWP_20180910_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,34740434.7572886,Ovrd
545570,SW_04_SWP_20180910_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,34391051.0560844,Ovrd
545354,CL_13_EUR_20180910_CS,CENWP,CENWP_CL_13_EUR,EUREKA BAR,Oregon North,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_13_EUR_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,22513407.9620376,Yes
545352,ME_53_CAT_20110810_CS_20,CENAE,CENAE_ME_53_CAT,Cathance River,Maine West,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAE/ME_53_CAT_20110810_CS_20.ZIP,2011-08-10,2011-08-10,CS,11779229.1969008,Yes
545355,CL_26_WLW_20180910_CS,CENWP,CENWP_CL_26_WLW,WILLOW BAR,Oregon North,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_26_WLW_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,19934541.666537,Yes
545571,SW_06_SWP_20180911_CS,CEMVN,CEMVN_SW_06_SWP,SOUTHWEST PASS - SHEET 6,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_06_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,15964891.0745489,Ovrd
545572,SW_12_SWP_20180911_CS,CEMVN,CEMVN_SW_12_SWP,SOUTHWEST PASS - SHEET 12,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_12_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,10857878.801885,Ovrd
545573,SW_11_SWP_20180911_CS,CEMVN,CEMVN_SW_11_SWP,SOUTHWEST PASS - SHEET 11,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_11_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,15349556.3338079,Ovrd
545574,SW_10_SWP_20180911_CS,CEMVN,CEMVN_SW_10_SWP,SOUTHWEST PASS - SHEET 10,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_10_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,15536580.3731642,Ovrd
545575,SW_09_SWP_20180911_CS,CEMVN,CEMVN_SW_09_SWP,SOUTHWEST PASS - SHEET 9,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_09_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,14627282.1946904,Ovrd
545576,SW_07_SWP_20180911_CS,CEMVN,CEMVN_SW_07_SWP,SOUTHWEST PASS - SHEET 7,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_07_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,16618145.4044812,Ovrd
545577,SW_08_SWP_20180911_CS,CEMVN,CEMVN_SW_08_SWP,SOUTHWEST PASS - SHEET 8,Louisiana South,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_08_SWP_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,13750931.8761468,Ovrd
545353,CL_18_LDB_20180911_CS,CENWP,CENWP_CL_18_LDB,LOWER DOBELBOWER BAR,Oregon North,2018-09-11,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_18_LDB_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,17767664.6344108,Yes
545583,UM_SP_P06_20180911_BD_7228_7238,CEMVP,CEMVP_UM_SP_P06,POOL_06_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P06_20180911_BD_7228_7238.ZIP,null,2018-09-11,BD,4341249.98239448,No
550408,UM_SP_P06_20180911_BD_7228_7238,CEMVP,CEMVP_UM_SP_P06,POOL_06_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P06_20180911_BD_7228_7238.ZIP,null,2018-09-11,BD,4341249.98239448,No
545584,UM_SP_P04_20180911_CS_7550_7560,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180911_CS_7550_7560.ZIP,null,2018-09-11,CS,4002499.86103632,No
550409,UM_SP_P04_20180911_CS_7550_7560,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180911_CS_7550_7560.ZIP,null,2018-09-11,CS,4002499.86103632,No
545889,UM_SP_P04_20180910_BD_7585_7595,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180910_BD_7585_7595.ZIP,null,2018-09-10,BD,3905000.02958396,No
550410,UM_SP_P04_20180910_BD_7585_7595,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180910_BD_7585_7595.ZIP,null,2018-09-10,BD,3905000.02958396,No
545893,CL_29_VTB_20180911_CS,CENWP,CENWP_CL_29_VTB,VANCOUVER TURNING BASIN,Oregon North,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_29_VTB_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,11535660.9419829,Yes
545890,UM_SP_P04_20180910_CS_7620_7630,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180910_CS_7620_7630.ZIP,null,2018-09-10,CS,4011249.99006732,No
550411,UM_SP_P04_20180910_CS_7620_7630,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180910_CS_7620_7630.ZIP,null,2018-09-10,CS,4011249.99006732,No
545578,SP_02_OBK_20180905_BD_08_42_MLLW,CESWG,CESWG_SP_02_OBK,SABINE,Texas South Central,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/SP_02_OBK_20180905_BD_08_42_MLLW.ZIP,2018-09-05,2018-09-05,BD,5204349.68341963,No
545579,SP_02_OBK_20180905_BD_09_42_MLLW,CESWG,CESWG_SP_02_OBK,SABINE,Texas South Central,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/SP_02_OBK_20180905_BD_09_42_MLLW.ZIP,2018-09-05,2018-09-05,BD,5209990.46929394,No
545580,SP_02_OBK_20180905_BD_10_42_MLLW,CESWG,CESWG_SP_02_OBK,SABINE,Texas South Central,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/SP_02_OBK_20180905_BD_10_42_MLLW.ZIP,2018-09-05,2018-09-05,BD,5218456.72638484,No
545582,SP_03_OBR_20180905_AD_03_42_MLLW,CESWG,CESWG_SP_03_OBR,SABINE,Texas South Central,2018-09-12,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/SP_03_OBR_20180905_AD_03_42_MLLW.ZIP,2018-09-05,2018-09-05,AD,8568489.73241946,No
